time_step,met_demand,unmet_demand,new_demand,carried_in_unmet,carried_out_unmet,n_rebalance_moves,iteration_cost,cumulative_cost,n_vehicles_in_service,unmet_fleet_insufficient,unmet_away_flying,unmet_insufficient_battery,unmet_rounding_jitter,mean_age_at_service_bins,max_backlog_age_bins,backlog_over_threshold
0,6092,367.52380952380463,6459.523809523805,0.0,367.5238095238095,353,265948.77746369457,265948.77746369457,6445,0.0,0.0,0.0,367.5238095238095,0.0,1,0.0
1,6445,382.04761904761654,6459.523809523805,367.5238095238095,382.047619047619,366,283626.5686402919,549575.3461039865,7730,5.19047619047619,0.0,0.0,376.85714285714283,0.04940707081901805,2,0.0
2,4102,446.4761904761908,4166.428571428578,382.047619047619,446.47619047619094,439,219010.4975938665,768585.8436978529,5508,40.333333333333364,0.0,0.0,406.14285714285757,0.06722040351976974,3,0.0
3,4041,571.9047619047615,4166.428571428578,446.47619047619094,571.9047619047616,563,220501.79428915263,989087.6379870055,5252,166.19047619047626,0.0,0.0,405.7142857142855,0.08912810360471832,4,0.0
4,2422,411.1190476190568,2261.214285714292,571.9047619047616,411.11904761904714,407,175981.67943771655,1165069.317424722,3469,0.0,0.0,0.0,411.11904761904714,0.18231685737878964,5,0.0
5,2220,452.33333333333985,2261.214285714292,411.11904761904714,452.3333333333336,447,172514.02736272654,1337583.3447874486,3151,48.61904761904762,0.0,0.0,403.7142857142861,0.14166666666666664,6,0.0
6,1293,413.8095238095275,1254.47619047619,452.3333333333336,413.8095238095245,406,149505.0362582393,1487088.381045688,2176,0.0,0.0,0.0,413.8095238095245,0.2078959967591059,7,0.0
7,1260,408.2857142857174,1254.47619047619,413.8095238095245,408.28571428571456,403,148994.7243313348,1636083.1053770226,2022,0.0,0.0,0.0,408.28571428571456,0.19164777021919888,8,0.0
8,1129,416.66666666666674,1137.3809523809502,408.28571428571456,416.66666666666663,408,148270.3964925622,1784353.501869585,1898,0.0,0.0,0.0,416.66666666666663,0.2850816145767432,9,0.0
9,1137,417.0476190476186,1137.3809523809502,416.66666666666663,417.0476190476189,410,148709.6726530587,1933063.1745226437,1791,0.0,0.0,0.0,417.0476190476189,0.2739875193701054,10,0.0
10,2769,544.4047619047674,2896.3571428571463,417.0476190476189,544.4047619047622,539,200562.0191056556,2133625.193628299,3551,135.88095238095235,0.0,0.0,408.52380952380963,0.21446628488882005,11,17.928571428571416
11,2986,454.76190476191323,2896.3571428571463,544.4047619047622,454.76190476190567,447,208259.9928632051,2341885.1864915043,3576,41.66666666666661,0.0,0.0,413.09523809523904,0.1906595860045288,12,32.61904761904763
12,5597,973.4523809523835,6115.690476190475,454.76190476190567,973.4523809523824,1168,295992.6609679071,2637877.8474594112,6914,586.2380952380952,0.0,0.0,387.21428571428623,0.12434382364702104,13,25.761904761904795
13,6313,776.1428571428623,6115.690476190475,973.4523809523824,776.142857142858,1482,341450.6321995618,2979328.479658973,8219,338.0,46.85714285714286,0.0,391.2857142857148,0.161718449458034,14,25.71428571428576
14,7711,1029.142857142846,7963.999999999989,776.142857142858,1029.1428571428576,1754,378630.7471127447,3357959.226771718,9880,619.7142857142854,20.26190476190494,0.0,389.16666666666697,0.10636937955054895,15,16.45238095238093
15,7769,1224.1428571428478,7963.999999999989,1029.1428571428576,1224.1428571428562,1406,361566.7819951725,3719526.0087668905,12051,178.66666666666686,625.2857142857143,0.0,420.1904761904768,0.14970058045099865,16,12.047619047619017
16,9027,1216.309523809512,9019.166666666664,1224.1428571428562,1216.3095238095252,1516,389766.57433835353,4109292.583105244,13356,223.2619047619049,603.2380952380952,0.0,389.8095238095239,0.1255360901422715,17,8.42857142857141
17,8869,1366.4761904761817,9019.166666666664,1216.3095238095252,1366.4761904761908,1373,385520.89982844976,4494813.482933694,14363,110.90476190476176,864.1904761904763,0.0,391.3809523809523,0.12304227136789979,18,6.904761904761888
18,10207,2007.2619047618991,10847.785714285717,1366.4761904761908,2007.2619047619069,2001,421722.09579734254,4916535.578731036,16229,780.2619047619046,884.952380952381,0.0,342.0476190476189,0.13063163935114555,19,5.166666666666656
19,11814,1041.047619047613,10847.785714285717,2007.2619047619069,1041.0476190476197,1113,449811.3217201522,5366346.900451188,16035,197.85714285714272,436.1428571428571,0.0,407.04761904761904,0.18295081702902932,20,4.761904761904753
20,11411,609.1190476190441,10979.071428571422,1041.0476190476197,609.1190476190474,901,415062.37052866415,5781409.270979852,15447,135.78571428571422,77.85714285714283,0.0,395.4761904761911,0.10702079447149991,21,4.5476190476190395
21,11087,501.19047619046796,10979.071428571422,609.1190476190474,501.1904761904764,705,402371.61123161414,6183780.882211466,14584,63.42857142857144,4.04761904761905,0.0,433.714285714286,0.05550687849776868,22,4.42857142857142
22,10670,455.66666666665697,10624.476190476189,501.1904761904764,455.666666666667,636,383044.6305746547,6566825.512786121,13925,2.4523809523809335,19.14285714285716,0.0,434.07142857142895,0.04398179140447176,23,4.9761904761904665
23,10574,506.1428571428496,10624.476190476189,455.666666666667,506.14285714285757,642,377922.75731072004,6944748.270096841,13199,35.47619047619048,30.000000000000004,0.0,440.66666666666697,0.04053068172606657,24,5.333333333333321
24,10725,556.0476190476202,10774.904761904767,506.14285714285757,556.0476190476189,667,388850.45533933816,7333598.725436179,13355,53.714285714285694,74.33333333333334,0.0,428.0000000000004,0.048715728715728684,25,5.904761904761891
25,10718,612.9523809523835,10774.904761904767,556.0476190476189,612.9523809523811,739,390534.0987228333,7724132.824159012,13372,77.71428571428585,114.14285714285717,0.0,421.0952380952382,0.04919183571917287,26,6.904761904761889
26,11466,939.0952380952349,11792.142857142855,612.9523809523811,939.0952380952373,933,406027.6633328033,8130160.487491815,14374,262.2142857142856,256.8571428571428,0.6190476190476204,419.4047619047629,0.04800528269916023,27,6.85714285714284
27,11682,1049.2380952380936,11792.142857142855,939.0952380952373,1049.238095238097,1043,419775.91895739705,8549936.406449212,15558,199.23809523809493,439.04761904761915,7.0,403.9523809523817,0.08409152053219832,28,6.47619047619046
28,11870,720.5476190476165,11541.30952380952,1049.238095238097,720.5476190476185,713,417999.26434878784,8967935.670798,15583,65.61904761904744,230.88095238095232,0.0,424.04761904761943,0.09395835840654705,29,5.9523809523809375
29,11211,1050.8571428571358,11541.30952380952,720.5476190476185,1050.8571428571438,1047,403030.4180579711,9370966.08885597,15841,216.9047619047621,401.8095238095236,11.95238095238095,420.19047619047626,0.057670824997557574,30,7.04761904761903
30,11637,619.7380952381081,11205.880952380967,1050.8571428571438,619.738095238096,610,407482.36775753647,9778448.456613507,15573,27.11904761904748,150.71428571428564,3.0,438.904761904763,0.09465702582485244,31,7.142857142857125
31,11084,741.6190476190604,11205.880952380967,619.738095238096,741.6190476190482,735,395748.27566143515,10174196.732274942,15588,89.190476190476,204.5238095238094,15.57142857142857,432.3333333333339,0.053610094344486256,32,7.476190476190457
32,10708,578.8095238095339,10545.190476190486,741.6190476190482,578.8095238095251,576,387002.2203391107,10561198.952614052,14910,67.14285714285697,71.30952380952377,17.785714285714285,422.5714285714302,0.07240914669939699,33,6.642857142857126
33,10315,809.0000000000091,10545.190476190486,578.8095238095251,809.0000000000008,803,384914.9865739229,10946113.939187976,14926,149.28571428571416,224.19047619047615,4.0,431.5238095238102,0.05270641460656005,34,6.47619047619046
34,9851,600.7142857142935,9642.714285714286,809.0000000000008,600.7142857142862,594,370316.820199729,11316430.759387705,14236,5.99999999999987,146.3095238095238,23.309523809523803,425.09523809523836,0.08349647848175909,35,6.523809523809508
